User_ID,Age,Gender,Daily_Usage_Hours,Weekly_Usage_Hours,Platform,Engagement_Level,Addiction_Score,Usage_Type,Device_Used,Content_Type,Posts_Per_Week,Likes_Per_Week,Shares_Per_Week,Comments_Per_Week,Mental_Health_Impact,Geographic_Region,Account_Age_Years,Followers_Count,Followed_Accounts,Time_of_Day,Internet_Type,Battery_Usage_Per_Day,Sleep_Hours
170,28,Other,6.11,32.18,Instagram,Low,7.3,Passive,Smartphone,Image,15,177,1,42,Positive,Africa,11,6879,1636,Evening,WiFi,28.21,4.4
171,18,Other,0.57,57.58,Facebook,Medium,6.1,Active,PC,Mixed,28,415,33,186,Positive,North America,13,495,728,Morning,Mobile Data,13.1,9.4
172,30,Female,6.9,67.2,Facebook,High,9.8,Passive,Tablet,Video,9,323,69,113,Neutral,Europe,12,863,1170,Evening,WiFi,28.07,6.2
173,55,Male,8.39,12.12,Instagram,Low,2.0,Passive,Tablet,Mixed,4,376,55,80,Negative,North America,12,9905,1346,Afternoon,Broadband,54.66,7.2
174,33,Other,3.69,52.15,Twitter,High,5.6,Passive,Tablet,Mixed,18,415,9,157,Negative,Africa,5,6975,907,Night,Broadband,96.43,6.8
175,61,Other,5.92,30.93,TikTok,Low,9.7,Active,Smartphone,Video,16,463,62,10,Negative,Asia,9,7344,1189,Evening,WiFi,70.25,6.1
176,35,Other,7.16,33.64,Instagram,Low,7.6,Active,Tablet,Image,3,480,21,29,Neutral,Africa,11,9927,1459,Morning,Broadband,51.85,4.0
177,50,Other,8.99,58.26,Facebook,Low,5.9,Passive,PC,Text,16,213,43,59,Neutral,North America,13,5067,1479,Evening,WiFi,40.99,3.6
178,26,Female,1.47,31.28,Twitter,Medium,9.4,Passive,PC,Text,11,224,81,163,Negative,Asia,13,5516,1968,Evening,WiFi,69.52,5.2
179,62,Other,9.01,26.18,Snapchat,High,5.5,Active,Tablet,Text,6,196,11,40,Positive,Europe,7,8475,881,Night,WiFi,63.87,6.5
180,63,Female,2.11,25.14,Instagram,Medium,8.7,Active,Smartphone,Mixed,19,394,13,0,Neutral,Europe,6,4223,555,Evening,WiFi,68.89,5.2
181,46,Male,9.13,45.55,TikTok,Low,8.7,Passive,PC,Text,19,399,73,65,Positive,South America,14,8489,1781,Morning,WiFi,29.31,8.8
182,33,Female,4.48,54.3,Twitter,Low,2.6,Passive,Tablet,Mixed,7,7,74,3,Positive,South America,5,6427,1712,Night,Mobile Data,63.76,10.0
183,23,Female,5.67,5.65,TikTok,Low,8.7,Passive,Tablet,Image,13,165,16,191,Negative,South America,14,3380,1997,Morning,Mobile Data,99.39,9.0
184,45,Male,9.15,20.75,Facebook,Low,2.0,Active,PC,Mixed,25,317,14,28,Positive,North America,5,7443,813,Afternoon,Broadband,74.4,9.3
185,38,Male,3.51,52.64,Twitter,Medium,5.5,Passive,Tablet,Video,29,235,93,50,Neutral,Africa,11,309,943,Night,Broadband,10.01,9.7
186,34,Other,7.38,20.47,Facebook,High,6.2,Passive,Smartphone,Text,2,376,60,9,Neutral,Africa,1,3804,1768,Evening,Broadband,36.17,6.7
187,52,Other,4.45,69.63,Facebook,High,2.8,Passive,Tablet,Image,3,285,81,37,Positive,Asia,11,8219,1118,Afternoon,WiFi,86.36,10.0
188,45,Female,1.67,19.87,Twitter,Medium,2.8,Passive,Smartphone,Mixed,1,493,51,182,Negative,North America,2,8530,1441,Afternoon,Broadband,6.97,7.0
189,32,Male,4.25,4.53,Facebook,Low,4.8,Active,PC,Mixed,24,324,45,124,Neutral,North America,11,6299,562,Evening,WiFi,43.12,6.3
190,38,Other,1.71,55.05,Snapchat,High,7.9,Active,Smartphone,Image,6,327,79,14,Neutral,South America,8,3205,1591,Evening,Broadband,57.07,6.3
191,62,Other,2.84,57.45,TikTok,Medium,7.1,Active,Smartphone,Mixed,16,76,31,104,Negative,Africa,6,421,495,Evening,Broadband,47.52,8.6
192,27,Female,4.84,60.15,Instagram,High,3.0,Passive,PC,Image,10,157,94,67,Negative,Europe,1,5307,1486,Night,Mobile Data,36.57,6.2
193,26,Female,4.41,64.65,Facebook,Medium,7.0,Active,Smartphone,Image,1,203,37,181,Neutral,Europe,10,5832,241,Afternoon,WiFi,41.95,5.3
194,33,Other,5.66,44.86,Facebook,Low,3.2,Active,Tablet,Image,7,165,77,92,Positive,South America,9,4217,1557,Morning,Mobile Data,54.24,6.1
195,56,Other,2.06,17.51,Instagram,Low,2.6,Active,Tablet,Text,25,284,93,94,Positive,Europe,11,4124,924,Night,Mobile Data,76.01,5.7
196,19,Other,4.51,15.06,Twitter,Low,1.1,Active,Smartphone,Video,6,268,40,56,Negative,Africa,13,1122,1805,Morning,Mobile Data,75.43,9.1
197,26,Female,6.84,42.16,TikTok,Low,9.8,Active,Smartphone,Mixed,8,184,13,61,Positive,South America,7,1242,1991,Morning,Broadband,6.59,7.8
198,28,Female,4.15,64.13,TikTok,High,1.4,Active,Smartphone,Mixed,19,255,67,161,Negative,Europe,14,1573,945,Night,Mobile Data,20.96,6.0
199,37,Other,0.83,28.38,Twitter,High,1.1,Passive,Tablet,Video,27,392,8,44,Neutral,North America,11,4227,507,Evening,Mobile Data,96.45,3.2
200,22,Other,8.41,62.76,Instagram,Medium,8.2,Active,Smartphone,Text,0,50,2,73,Positive,Europe,10,4112,1596,Evening,WiFi,87.46,4.1
201,15,Female,8.86,37.49,Snapchat,Low,3.3,Active,PC,Text,22,136,69,93,Neutral,South America,2,9904,844,Evening,Mobile Data,42.3,7.0
202,20,Male,3.67,5.45,Snapchat,Medium,8.2,Passive,Smartphone,Mixed,7,71,5,52,Negative,Europe,9,6628,787,Evening,Broadband,57.05,9.2
203,18,Other,8.45,51.3,Facebook,High,5.5,Passive,Smartphone,Text,29,430,6,177,Neutral,Europe,12,7514,408,Morning,WiFi,12.02,9.4
204,49,Male,4.31,41.58,Twitter,Low,4.0,Passive,PC,Image,25,444,80,32,Positive,North America,7,2729,1743,Morning,Broadband,10.99,6.5
205,50,Female,6.43,45.18,TikTok,Low,3.0,Passive,Smartphone,Text,21,159,83,47,Neutral,Africa,9,5393,1908,Evening,Broadband,60.39,9.4
206,34,Other,1.93,22.37,Snapchat,Low,3.9,Active,PC,Image,28,268,42,158,Neutral,Africa,9,4121,1150,Evening,Broadband,45.54,4.1
207,53,Male,5.62,26.91,Snapchat,Low,5.2,Active,PC,Image,7,471,44,76,Neutral,Africa,4,6961,1628,Morning,WiFi,72.33,6.0
208,26,Other,1.23,9.04,Snapchat,Medium,2.4,Active,Smartphone,Image,10,284,5,137,Positive,Africa,4,8872,587,Afternoon,Broadband,18.54,6.4
209,40,Female,9.36,65.32,Instagram,Medium,4.8,Active,Smartphone,Video,5,81,70,167,Positive,North America,1,3157,522,Morning,Broadband,12.05,7.5
210,62,Male,6.07,59.0,TikTok,Medium,2.8,Passive,PC,Mixed,0,338,53,130,Positive,Asia,2,7955,1950,Evening,Mobile Data,57.63,3.6
211,62,Female,1.43,43.53,Facebook,Medium,3.9,Passive,PC,Mixed,23,211,35,94,Positive,North America,4,1357,543,Afternoon,Broadband,41.51,8.4
212,60,Female,1.83,38.35,Snapchat,High,2.7,Passive,PC,Image,15,312,64,164,Neutral,Africa,4,2896,1267,Evening,Broadband,23.9,4.9
213,26,Female,9.44,9.89,Instagram,Medium,4.3,Passive,Tablet,Image,22,200,50,195,Negative,South America,14,6262,932,Afternoon,WiFi,9.74,4.0
214,53,Male,3.83,37.94,Snapchat,Low,3.0,Active,Smartphone,Video,27,285,72,116,Neutral,North America,5,375,767,Evening,Broadband,71.4,7.8
215,27,Male,8.17,11.07,TikTok,Medium,7.1,Passive,PC,Image,12,323,27,48,Positive,South America,6,4496,273,Night,WiFi,39.98,5.9
216,58,Male,9.53,33.34,Snapchat,Medium,4.4,Passive,Tablet,Image,25,307,23,17,Negative,Asia,2,2267,1244,Evening,WiFi,64.6,9.9
217,36,Other,6.55,46.99,Snapchat,High,5.0,Active,Tablet,Mixed,16,69,53,145,Negative,Africa,5,8221,71,Afternoon,Mobile Data,95.84,6.9
218,29,Other,5.36,25.12,Snapchat,Low,1.7,Passive,Tablet,Image,17,488,21,179,Neutral,Europe,14,8755,872,Evening,WiFi,29.21,9.2
219,41,Female,9.82,34.25,Facebook,Medium,1.4,Passive,Smartphone,Text,20,49,55,164,Neutral,South America,11,8246,460,Night,Mobile Data,84.42,9.7
220,55,Other,9.85,13.82,Twitter,Medium,8.7,Passive,PC,Video,10,124,8,5,Neutral,Europe,2,7874,1412,Afternoon,Mobile Data,95.1,7.0
221,58,Male,6.22,12.6,Snapchat,Medium,7.4,Passive,Tablet,Video,3,25,3,126,Negative,Asia,14,571,1488,Afternoon,Broadband,15.85,6.1
222,16,Male,1.75,23.39,Snapchat,Medium,6.3,Passive,Tablet,Image,29,66,91,26,Negative,Africa,10,2823,143,Afternoon,WiFi,19.63,7.5
223,15,Male,3.69,46.7,Twitter,Medium,5.0,Passive,PC,Text,0,436,13,63,Negative,North America,13,2026,695,Evening,Broadband,62.0,6.0
224,27,Male,9.07,19.39,Facebook,Low,3.2,Active,Smartphone,Mixed,4,431,35,62,Negative,South America,7,7455,1792,Afternoon,WiFi,17.5,5.0
225,59,Male,7.24,7.98,Snapchat,Medium,7.8,Active,Smartphone,Video,19,440,57,138,Neutral,South America,8,6497,486,Morning,Mobile Data,5.34,8.6
226,13,Other,1.22,42.57,Facebook,Medium,5.9,Active,PC,Text,12,442,87,119,Neutral,North America,8,1002,1392,Afternoon,WiFi,75.69,5.4
227,42,Male,3.96,32.34,Instagram,High,4.6,Active,Smartphone,Video,28,26,65,2,Negative,South America,7,6459,236,Night,Mobile Data,5.03,5.9
228,24,Male,2.15,69.5,Facebook,Low,6.8,Passive,Tablet,Text,15,139,79,82,Negative,Asia,5,7500,158,Morning,Broadband,73.55,3.1
229,48,Female,1.24,45.97,Twitter,High,7.9,Active,Tablet,Text,8,388,84,172,Negative,Europe,4,3687,489,Night,Mobile Data,92.05,7.8
230,42,Other,5.32,31.43,Twitter,High,8.4,Passive,Tablet,Video,9,83,82,114,Neutral,Africa,10,3626,1370,Evening,Mobile Data,81.25,7.2
231,46,Female,7.89,3.18,Facebook,Medium,1.4,Active,Smartphone,Image,20,460,55,17,Negative,North America,1,1588,1222,Evening,Mobile Data,26.07,10.0
232,15,Other,1.82,17.22,TikTok,Medium,4.3,Active,PC,Image,18,208,21,83,Positive,Africa,8,8176,1360,Afternoon,Mobile Data,7.02,7.4
233,33,Female,1.9,19.17,Instagram,Low,9.0,Passive,Smartphone,Text,25,301,6,122,Negative,South America,2,7427,1713,Evening,Broadband,29.78,5.3
234,32,Male,9.2,66.31,Facebook,Low,6.6,Passive,Smartphone,Mixed,5,131,83,163,Neutral,South America,9,4922,667,Evening,WiFi,70.77,8.6
235,61,Male,8.79,67.65,TikTok,Medium,1.6,Passive,Tablet,Video,23,426,22,182,Negative,Africa,13,2210,1278,Afternoon,Mobile Data,21.58,4.5
236,45,Other,9.42,50.06,Twitter,Low,9.1,Passive,Tablet,Image,17,276,42,163,Neutral,Europe,5,2208,1783,Morning,WiFi,28.69,9.7
237,41,Other,6.13,50.58,TikTok,High,8.4,Passive,Tablet,Mixed,19,162,94,87,Negative,North America,13,7123,189,Afternoon,Mobile Data,76.11,4.4
238,31,Other,1.23,11.49,Snapchat,Medium,7.5,Active,Tablet,Video,21,447,37,199,Neutral,Europe,9,1489,493,Afternoon,WiFi,38.44,3.8
239,44,Male,9.66,59.61,Twitter,Medium,2.0,Active,Smartphone,Video,0,402,16,162,Neutral,Europe,7,2423,706,Afternoon,Broadband,8.39,7.4
240,41,Other,4.2,69.7,Facebook,Medium,2.5,Active,Tablet,Video,15,480,39,133,Neutral,South America,9,1898,1500,Night,WiFi,50.85,8.6
241,43,Other,4.98,40.86,Facebook,High,6.2,Passive,Tablet,Text,15,188,94,83,Negative,South America,1,743,650,Morning,Mobile Data,84.68,3.3
242,23,Female,7.92,66.13,TikTok,Medium,2.5,Active,Smartphone,Text,22,63,21,85,Positive,Asia,3,7650,1259,Morning,Broadband,12.44,3.4
243,21,Male,5.51,17.15,TikTok,High,7.0,Active,Tablet,Video,4,345,23,96,Negative,Europe,10,5048,635,Afternoon,Mobile Data,50.87,9.7
244,58,Male,2.19,32.84,Snapchat,Low,4.3,Active,Tablet,Image,15,170,68,130,Negative,Africa,1,739,754,Afternoon,Mobile Data,8.24,3.2
245,48,Male,4.96,18.48,Twitter,Medium,1.5,Passive,Tablet,Image,21,453,7,50,Positive,Europe,12,5856,1052,Afternoon,Mobile Data,95.06,3.3
246,45,Male,2.95,22.3,Snapchat,Low,9.8,Passive,Tablet,Video,27,259,70,77,Neutral,South America,2,1966,121,Night,Mobile Data,44.64,8.8
247,21,Male,3.81,18.54,Snapchat,High,2.9,Active,PC,Video,21,195,76,32,Positive,South America,14,9545,237,Morning,WiFi,7.9,8.1
248,33,Female,9.51,26.83,Snapchat,High,7.8,Passive,PC,Video,17,252,52,38,Negative,South America,11,132,1180,Night,WiFi,91.17,4.6
249,26,Other,3.31,25.07,TikTok,Medium,3.3,Active,Tablet,Mixed,29,126,17,165,Neutral,Asia,4,2661,148,Morning,Broadband,73.87,8.2
250,63,Female,7.96,8.23,Instagram,Low,6.1,Active,Tablet,Text,1,183,67,181,Positive,South America,10,1186,737,Morning,WiFi,69.28,4.6
251,28,Male,5.85,60.99,TikTok,Medium,9.9,Active,Tablet,Text,7,367,79,113,Positive,South America,5,4405,1005,Afternoon,WiFi,37.26,7.0
252,54,Female,4.75,43.84,Instagram,Low,8.8,Passive,Smartphone,Video,22,143,32,123,Positive,South America,3,7709,1082,Night,Mobile Data,93.72,4.7
253,13,Female,6.48,3.09,Facebook,High,9.6,Active,Smartphone,Mixed,2,379,52,78,Neutral,Europe,2,8086,1345,Night,Broadband,7.79,4.6
254,57,Male,2.83,18.31,Facebook,Low,1.1,Passive,PC,Mixed,29,448,10,85,Neutral,North America,9,9808,504,Afternoon,Broadband,32.33,8.5
255,32,Male,7.06,12.48,Instagram,High,4.3,Passive,Tablet,Image,25,430,26,62,Neutral,Africa,11,1778,173,Afternoon,WiFi,16.53,7.7
256,37,Male,7.82,67.64,Twitter,Medium,1.1,Passive,Smartphone,Video,15,441,41,68,Positive,North America,3,2650,1334,Evening,WiFi,49.02,9.8
257,62,Other,3.95,41.56,Snapchat,Low,1.9,Active,Tablet,Image,13,193,72,188,Positive,Asia,10,8602,1759,Morning,Mobile Data,80.85,5.7
258,55,Female,4.98,23.7,TikTok,Medium,2.2,Active,PC,Mixed,18,16,95,136,Positive,Africa,2,157,1449,Night,Broadband,80.2,5.5
259,33,Male,6.49,31.16,Snapchat,Medium,1.4,Passive,PC,Image,24,74,15,28,Neutral,South America,5,7074,1395,Morning,Broadband,84.91,5.2
260,57,Male,9.06,49.4,TikTok,High,4.4,Active,Smartphone,Video,15,468,42,44,Positive,Asia,11,540,1023,Night,WiFi,97.2,4.5
261,28,Other,3.02,58.22,Twitter,High,7.0,Passive,Smartphone,Text,20,477,75,85,Positive,Africa,6,6369,150,Evening,Broadband,18.67,6.5
262,43,Other,9.29,36.45,Twitter,Low,2.7,Active,Tablet,Video,14,22,54,196,Positive,Europe,2,822,1387,Night,Mobile Data,60.57,8.4
263,40,Other,7.16,29.19,Facebook,Medium,3.8,Passive,Smartphone,Image,17,15,89,189,Positive,Asia,13,4328,784,Night,Mobile Data,49.69,7.8
264,27,Other,0.91,17.2,Twitter,Medium,3.0,Passive,Smartphone,Text,7,196,91,55,Negative,South America,2,1604,637,Afternoon,Mobile Data,28.28,7.4
265,64,Other,8.4,55.38,Twitter,Medium,7.9,Passive,PC,Text,6,460,98,67,Neutral,Europe,7,728,1541,Night,Mobile Data,68.06,8.9
266,32,Female,4.45,22.79,Twitter,Medium,9.4,Active,Smartphone,Text,29,362,8,169,Neutral,Africa,8,3814,1766,Night,Mobile Data,11.36,3.7
267,39,Female,1.97,28.63,TikTok,Medium,3.8,Passive,PC,Image,25,158,46,35,Positive,North America,8,4446,531,Afternoon,WiFi,93.99,6.3
268,56,Female,3.69,15.49,Snapchat,Low,8.8,Active,PC,Video,12,191,28,71,Neutral,North America,5,5743,1882,Night,Broadband,24.68,10.0
269,35,Other,8.3,68.94,Instagram,Low,9.1,Passive,PC,Image,6,161,55,110,Negative,Africa,1,8480,1867,Evening,Broadband,35.26,5.1
270,20,Female,7.11,11.78,Twitter,Medium,7.6,Passive,Tablet,Mixed,10,334,62,70,Positive,Europe,13,4202,726,Morning,Broadband,56.14,4.9
271,48,Male,3.07,66.83,TikTok,Low,3.0,Active,Tablet,Video,11,249,94,142,Neutral,North America,11,4790,273,Night,Broadband,20.93,9.3
272,60,Other,8.48,40.63,TikTok,High,8.4,Active,Smartphone,Text,7,20,34,168,Positive,Africa,7,7255,477,Night,Mobile Data,57.76,7.9
273,59,Other,1.18,4.7,Twitter,Medium,3.7,Passive,PC,Video,23,134,82,119,Positive,North America,2,8126,493,Evening,Mobile Data,27.33,7.3
274,64,Male,4.56,58.17,Snapchat,High,2.1,Passive,PC,Text,14,53,8,8,Neutral,South America,8,6994,1218,Afternoon,Broadband,31.45,3.1
275,47,Female,5.72,19.07,Facebook,Medium,4.9,Active,Smartphone,Mixed,16,317,94,179,Neutral,Europe,3,6702,289,Evening,Mobile Data,98.25,8.6
276,49,Female,7.57,26.1,Snapchat,Medium,9.2,Active,Smartphone,Image,15,37,7,93,Negative,North America,8,7923,1835,Evening,Broadband,22.08,4.8
277,49,Male,3.1,58.03,Facebook,Medium,7.8,Passive,Tablet,Video,16,120,66,136,Negative,North America,10,1463,59,Evening,Mobile Data,60.42,8.4
278,45,Female,6.4,13.8,Twitter,Medium,5.5,Passive,PC,Image,2,482,31,155,Negative,North America,8,7344,1386,Evening,Mobile Data,45.96,5.2
279,32,Male,1.5,66.96,Snapchat,High,9.0,Active,Smartphone,Text,7,402,36,67,Positive,Asia,4,1520,785,Afternoon,Broadband,39.22,6.8
280,16,Female,8.54,39.41,TikTok,Medium,4.0,Passive,PC,Mixed,13,261,26,156,Negative,Africa,11,8105,176,Evening,WiFi,34.16,5.8
281,37,Female,8.37,47.34,Facebook,Medium,4.5,Active,PC,Image,26,265,82,128,Neutral,North America,4,5962,503,Afternoon,Mobile Data,43.03,7.5
282,32,Other,1.31,69.38,Twitter,Low,7.6,Active,Smartphone,Mixed,13,184,9,197,Neutral,North America,2,6513,770,Night,Broadband,55.93,3.4
283,50,Other,2.81,58.96,Instagram,Low,4.6,Passive,PC,Image,18,33,8,95,Neutral,Africa,3,9021,561,Afternoon,Mobile Data,42.89,8.4
284,43,Male,4.4,10.21,Facebook,Low,8.4,Passive,PC,Text,24,296,52,3,Positive,Asia,12,6226,1389,Evening,WiFi,32.75,4.0
285,51,Male,6.79,37.67,Facebook,Low,4.1,Active,Smartphone,Image,26,126,43,153,Neutral,South America,3,5751,1912,Morning,Broadband,88.43,4.2
286,60,Male,5.74,37.2,Twitter,Low,8.1,Passive,Smartphone,Text,18,434,51,47,Positive,Africa,14,3329,1532,Evening,WiFi,32.0,8.6
287,52,Male,5.43,65.26,Snapchat,High,5.8,Passive,PC,Image,5,88,14,64,Neutral,Asia,10,3738,400,Night,Mobile Data,96.61,4.6
288,18,Other,6.82,28.1,TikTok,Medium,8.8,Active,Tablet,Image,7,400,99,10,Neutral,Asia,9,8046,1470,Night,Mobile Data,71.49,5.8
289,28,Female,6.07,26.25,Twitter,Low,8.5,Passive,Tablet,Image,25,248,42,151,Negative,Africa,8,2280,236,Night,Broadband,11.5,7.9
290,62,Other,9.44,7.4,Snapchat,Low,4.5,Active,Tablet,Image,12,218,84,94,Neutral,Asia,8,7925,1197,Evening,Broadband,62.94,8.9
291,36,Other,8.57,60.32,Facebook,Low,1.9,Passive,Smartphone,Mixed,14,432,12,95,Neutral,Europe,2,6797,875,Night,Mobile Data,71.05,7.9
292,45,Male,3.06,63.88,Snapchat,Medium,9.6,Passive,Tablet,Image,10,233,29,4,Negative,North America,12,9086,1590,Evening,WiFi,58.0,6.3
293,55,Female,5.88,36.95,Snapchat,High,8.8,Active,Smartphone,Mixed,20,168,99,3,Neutral,Asia,12,1034,1031,Night,Broadband,24.66,4.3
294,23,Female,8.58,45.39,Facebook,Medium,3.8,Passive,Tablet,Image,29,472,84,120,Neutral,Asia,5,7434,437,Morning,Mobile Data,23.58,5.2
295,15,Male,8.53,22.73,TikTok,Medium,2.3,Passive,PC,Video,22,438,20,71,Negative,Europe,7,7460,281,Night,Broadband,51.52,7.1
296,37,Male,5.89,64.58,Facebook,Medium,8.8,Passive,Tablet,Mixed,1,181,37,119,Neutral,Africa,1,8248,1120,Evening,WiFi,94.48,7.8
297,47,Female,7.35,14.13,TikTok,Medium,2.1,Passive,Smartphone,Video,29,442,2,190,Positive,North America,10,5082,1559,Night,WiFi,15.18,8.8
298,43,Female,5.54,66.19,Twitter,Low,8.4,Active,Smartphone,Image,14,247,57,116,Positive,Africa,1,2460,638,Afternoon,Mobile Data,86.94,7.1
299,30,Other,9.54,61.5,Instagram,Medium,4.4,Passive,Tablet,Video,9,101,97,96,Positive,North America,11,2690,906,Morning,Mobile Data,72.94,5.6
300,17,Female,9.48,10.19,Facebook,High,7.3,Active,Tablet,Video,11,342,73,175,Negative,Africa,2,3829,272,Evening,Broadband,19.8,5.4
301,13,Male,5.46,35.26,Facebook,Medium,1.8,Passive,Smartphone,Image,15,386,32,72,Positive,Africa,5,6923,430,Evening,Mobile Data,6.08,3.7
302,27,Female,9.39,64.89,Instagram,Low,8.8,Active,Tablet,Text,21,183,24,139,Positive,Asia,13,5682,1983,Night,WiFi,70.81,7.4
303,30,Other,9.92,62.33,TikTok,Medium,5.7,Passive,Tablet,Video,29,174,90,137,Negative,Asia,5,7573,1304,Afternoon,Mobile Data,51.83,7.6
304,52,Other,1.2,15.19,Instagram,Medium,4.5,Active,Tablet,Text,19,1,67,181,Positive,Africa,5,1426,700,Morning,Mobile Data,18.63,9.8
305,48,Other,1.9,14.29,Snapchat,High,3.8,Active,Tablet,Image,2,497,79,83,Neutral,Asia,2,5547,128,Afternoon,WiFi,37.95,8.9
306,30,Female,1.77,57.7,TikTok,Low,8.5,Passive,Smartphone,Video,19,269,98,147,Positive,Africa,11,4364,1039,Morning,Mobile Data,94.08,7.4
307,41,Female,6.44,21.53,Instagram,Medium,7.6,Passive,Tablet,Mixed,21,274,73,192,Positive,Asia,8,7984,1013,Evening,Mobile Data,84.52,8.0
308,35,Female,3.86,52.28,Snapchat,High,6.3,Active,Smartphone,Text,29,17,85,104,Neutral,South America,6,9308,1858,Morning,Broadband,44.28,8.0
309,51,Female,8.84,53.47,Facebook,Low,6.1,Passive,Smartphone,Mixed,22,307,3,114,Positive,Africa,5,3374,526,Afternoon,WiFi,53.92,5.5
310,54,Other,6.91,35.47,Snapchat,Low,3.8,Active,PC,Mixed,22,185,51,33,Negative,Europe,5,5731,1495,Night,WiFi,99.4,5.3
311,23,Male,9.92,8.75,Instagram,Medium,4.1,Active,Tablet,Text,21,199,13,193,Neutral,Africa,7,8508,1351,Afternoon,WiFi,40.56,5.3
312,26,Male,3.64,31.49,TikTok,Medium,9.7,Active,Smartphone,Mixed,20,111,82,149,Positive,South America,13,1130,550,Morning,WiFi,26.46,6.4
313,19,Male,8.61,16.15,Facebook,Low,7.0,Passive,Tablet,Text,12,460,93,118,Neutral,Asia,8,465,1245,Evening,WiFi,67.69,7.0
314,38,Male,6.57,46.55,Instagram,Medium,8.3,Passive,PC,Text,27,343,25,3,Positive,South America,4,3865,405,Morning,Mobile Data,52.28,6.1
315,51,Other,3.21,23.31,Instagram,Low,9.0,Passive,Smartphone,Video,10,291,41,161,Neutral,Europe,12,6422,1274,Evening,Mobile Data,5.83,8.1
316,61,Female,6.09,43.0,Snapchat,High,5.7,Passive,Smartphone,Mixed,8,314,39,46,Negative,North America,6,1073,1434,Morning,WiFi,74.51,3.7
317,61,Other,3.43,7.25,TikTok,Medium,5.4,Passive,PC,Video,1,58,87,22,Negative,Europe,12,537,1240,Night,Mobile Data,78.74,4.5
318,63,Male,3.43,51.06,Snapchat,Medium,6.9,Active,PC,Mixed,25,262,30,71,Negative,South America,8,4772,1912,Evening,WiFi,87.4,8.1
319,57,Male,4.11,59.79,TikTok,High,6.3,Passive,Smartphone,Image,3,158,31,180,Positive,North America,14,8580,524,Afternoon,Mobile Data,93.85,5.6
320,54,Other,7.71,29.24,Twitter,Low,5.1,Active,PC,Text,22,77,20,107,Negative,Africa,7,2112,526,Morning,WiFi,39.23,8.3
321,13,Female,9.58,7.63,Snapchat,Medium,3.7,Active,Tablet,Text,1,253,69,195,Positive,Africa,12,2125,1550,Night,Mobile Data,11.81,8.4
322,35,Other,5.63,32.73,Instagram,High,9.2,Passive,PC,Text,9,492,22,166,Positive,Europe,4,3742,1173,Night,Broadband,21.89,3.7
323,29,Male,9.61,55.85,TikTok,High,3.8,Active,PC,Text,4,336,54,198,Positive,South America,13,6730,473,Afternoon,Broadband,46.09,8.0
324,32,Other,7.53,69.26,TikTok,Low,5.0,Active,Smartphone,Image,29,166,53,44,Neutral,South America,13,3342,595,Evening,Mobile Data,61.76,7.3
325,22,Other,2.77,47.99,Instagram,Medium,7.6,Active,Smartphone,Text,5,222,39,114,Neutral,Asia,9,3725,1648,Night,Broadband,50.48,3.8
326,61,Other,5.19,37.16,Snapchat,Medium,3.8,Active,Smartphone,Video,13,431,14,25,Neutral,Asia,4,5291,662,Night,Broadband,51.49,5.6
327,41,Other,4.97,26.13,Snapchat,Low,9.7,Active,Smartphone,Image,20,217,84,52,Negative,Africa,2,9116,1983,Morning,Broadband,94.71,5.8
328,64,Other,5.6,50.2,Twitter,High,1.9,Passive,Smartphone,Text,18,385,13,97,Positive,Europe,13,2150,1358,Afternoon,Mobile Data,67.27,3.4
329,60,Other,1.21,57.2,TikTok,Low,9.1,Passive,Smartphone,Video,24,365,30,114,Negative,Africa,2,2991,439,Morning,Broadband,96.47,4.8
330,23,Female,7.79,55.08,Twitter,Low,3.0,Passive,Smartphone,Text,0,40,42,167,Negative,South America,7,9130,1140,Morning,Broadband,80.88,8.4
331,17,Female,2.78,32.23,Snapchat,Medium,6.1,Passive,Smartphone,Mixed,3,430,49,55,Positive,North America,12,4733,304,Evening,Broadband,80.91,3.7
332,36,Female,2.38,63.35,Snapchat,Medium,4.4,Active,PC,Text,14,424,42,175,Negative,Europe,8,6801,1332,Night,Mobile Data,90.96,8.1
333,27,Other,8.7,26.07,TikTok,Low,2.7,Active,PC,Video,7,421,64,158,Negative,Europe,2,2723,1310,Night,Broadband,41.72,5.1
334,34,Female,7.17,40.3,Snapchat,Low,5.5,Active,Smartphone,Video,2,209,44,173,Negative,North America,11,8703,1055,Afternoon,Mobile Data,6.08,3.4
335,59,Male,8.4,3.39,Snapchat,Medium,8.1,Passive,Tablet,Image,18,147,10,43,Negative,Europe,6,2605,1363,Afternoon,Broadband,82.23,3.1
336,16,Male,7.03,27.63,Snapchat,Medium,6.8,Passive,Tablet,Image,2,60,50,27,Negative,Asia,9,2977,1491,Morning,WiFi,23.9,6.8
337,37,Male,1.07,53.93,Instagram,Medium,7.7,Passive,PC,Video,19,413,67,6,Negative,Africa,9,6684,1247,Morning,Mobile Data,48.81,9.7
338,29,Male,6.9,35.55,TikTok,Low,9.5,Passive,PC,Video,11,299,60,92,Neutral,South America,1,8715,1392,Evening,Broadband,84.23,8.8
339,59,Male,5.05,23.16,Instagram,High,3.0,Active,Smartphone,Mixed,18,455,8,11,Negative,North America,8,9134,1499,Night,Mobile Data,15.05,4.9
340,28,Other,7.05,43.9,Snapchat,High,1.0,Active,Tablet,Image,16,427,34,161,Negative,North America,4,9940,1722,Afternoon,Mobile Data,62.88,7.5
